dataset_id,sample_id,condition_id,request_id,status,generation_attempted,fidelity_availability,fidelity_reason,candidate_explanation_fidelity
ULB,FOLLOWUP_ULB_028,A_direct,d80c7fec-e9cd-4b51-ac60-fce20cc1726d,completed,True,available,available,1.0
ULB,FOLLOWUP_ULB_030,A_direct,e64c938f-a8f7-439d-b9ac-3f35fb5d3832,completed,True,available,available,1.0
ULB,FOLLOWUP_ULB_025,D_hybrid,e79662ca-642a-4d43-9156-ae58897c89ca,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_026,D_hybrid,f3ee6e1b-bad7-46d5-924c-63e848e23e45,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_030,C_dense,f8957f8e-e4c6-4c6d-8e80-9db4bd4a6f4b,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_029,A_direct,fb0c4319-c0b8-46e9-9fb2-7f7df0fc1ef4,completed,True,available,available,1.0
ULB,FOLLOWUP_ULB_034,B_lexical,009757cc-0f36-4485-9b0c-171d8e64ffce,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_037,B_lexical,00cfa6ce-4f97-416f-a9cf-742d234d75ce,completed,True,available,available,0.0
ULB,FOLLOWUP_ULB_037,A_direct,010d5501-7c43-468d-8bc6-7c040b265c00,completed,True,available,available,1.0
ULB,FOLLOWUP_ULB_035,D_hybrid,17c697d4-b81a-42a9-8c8d-59c6ba88ff69,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_039,C_dense,18e45032-6a8f-44ce-8e8e-0e1bc89676f5,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_035,B_dense,19f0f9a4-83bc-47eb-ba32-8cb11fe7d5e6,completed,True,available,available,0.0
ULB,FOLLOWUP_ULB_036,B_lexical,1d512e9e-d542-48c7-b048-70d2f5acf975,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_033,A_direct,1e0404db-7911-4d37-91d2-274672295fd0,completed,True,available,available,1.0
ULB,FOLLOWUP_ULB_036,B_dense,2627d0b1-0944-4648-8e53-9779a30979b6,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_040,D_hybrid,2d237912-7cf6-4c5a-adad-bc692f18e6af,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_034,B_dense,309bd43a-b401-423f-981b-1b95688f37d2,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_034,C_lexical,339ff047-5f11-452d-9b4c-b7257307be23,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_036,C_dense,3d5937bb-fa05-4463-a4eb-9a392de5448a,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_031,C_lexical,3defd972-8ea9-4831-ae5d-cd32ed1316b1,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_033,B_dense,42b82586-0d9e-4cd4-9581-aa15217d95ef,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_038,D_hybrid,4a0371a0-a9af-491d-8e8c-c0fe33e88613,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_034,C_dense,4f20ed1f-2647-459e-be6c-86666c9a08bb,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_033,C_dense,547db384-13bf-4093-a452-a0f34b3001bd,suppressed,False,unavailable,not_generated,
