dataset_id,sample_id,condition_id,request_id,status,disposition,generation_attempted,processing_latency_ms,generation_latency_ms,retrieval_latency_ms,validation_latency_ms,cpu_time_ms,memory_rss_delta_bytes
Sparkov,FOLLOWUP_SPARKOV_180,A_direct,3c35e070-50d5-45df-ab3a-4d8c09e67fd5,completed,generated_released,True,7052.196,7043.201,0.0,0.011,1368.521,1261568.0
Sparkov,FOLLOWUP_SPARKOV_180,B_lexical,3d869971-e62b-4489-a645-aff53c152b0b,completed,generated_released,True,9289.452,9270.781,9.61,0.015,1393.416,180224.0
Sparkov,FOLLOWUP_SPARKOV_176,C_dense,429ee8e1-d7c5-4278-b2ce-ddff77c1310e,suppressed,pre_generation_suppressed,False,21.686,,12.518,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_171,A_direct,42c877cb-986d-482c-a98e-cbd7ab233d20,completed,generated_released,True,8587.642,8578.158,0.0,0.014,1742.043,720896.0
Sparkov,FOLLOWUP_SPARKOV_172,C_dense,43edd9a3-6599-4af9-aba4-542749ada8a6,suppressed,pre_generation_suppressed,False,14.727,,5.184,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_175,B_dense,4743a665-bb0f-4b4a-8e29-772d07207848,completed,generated_released,True,11396.018,11381.489,4.946,0.031,1842.514,-2277376.0
Sparkov,FOLLOWUP_SPARKOV_177,D_hybrid,52199492-1098-4712-978a-a3115829a0fd,suppressed,pre_generation_suppressed,False,23.803,,15.058,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_177,C_dense,53275c58-a8f8-48c2-a64e-81e4b6054b63,suppressed,pre_generation_suppressed,False,14.392,,5.157,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_176,A_direct,58fdbcf7-f385-40b6-a175-296922667c66,completed,generated_released,True,6496.571,6486.685,0.0,0.012,1380.339,1064960.0
Sparkov,FOLLOWUP_SPARKOV_173,D_hybrid,5a05eb2a-59e1-427d-97bb-5a65195ef088,suppressed,pre_generation_suppressed,False,23.328,,14.611,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_173,B_dense,5b9f9de7-c758-4264-987e-b125306bf5b7,completed,generated_released,True,8340.973,8324.808,5.459,0.021,1316.153,507904.0
Sparkov,FOLLOWUP_SPARKOV_177,A_direct,5bb92a7b-3187-40b5-99b8-47fb86a6be38,completed,generated_released,True,7772.696,7763.928,0.0,0.012,1510.543,819200.0
Sparkov,FOLLOWUP_SPARKOV_179,D_hybrid,5be029a7-aec8-4ea3-b199-9292f36db39c,suppressed,pre_generation_suppressed,False,29.019,,19.166,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_179,C_lexical,639dd3db-295d-46e4-b247-f34180dea5b1,suppressed,pre_generation_suppressed,False,142.435,,54.948,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_178,B_dense,67ae2a09-4c2e-4fbb-8f2f-df104dd4bc07,completed,generated_released,True,10443.162,10426.056,7.773,0.017,1578.529,622592.0
Sparkov,FOLLOWUP_SPARKOV_178,A_direct,6d5f2883-a053-4941-a2c3-7999849f1582,completed,generated_released,True,5523.357,5514.127,0.0,0.015,1099.004,81920.0
Sparkov,FOLLOWUP_SPARKOV_174,B_dense,73b4d3e2-3991-4a84-87a6-7aefc7a36405,completed,generated_released,True,10947.364,10930.823,5.198,0.015,1623.968,-950272.0
Sparkov,FOLLOWUP_SPARKOV_178,B_lexical,7468c0eb-c019-4b0e-baaa-4bbbac7783f5,completed,generated_released,True,11394.413,11374.683,9.678,0.022,1657.082,-2850816.0
Sparkov,FOLLOWUP_SPARKOV_173,C_dense,7714825f-ce93-4ce5-9a77-713333df32d5,suppressed,pre_generation_suppressed,False,14.063,,5.642,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_177,B_lexical,78bbe5c4-7325-440f-9e3d-852288a2c601,completed,generated_released,True,12486.156,12467.438,9.567,0.019,1809.353,1228800.0
Sparkov,FOLLOWUP_SPARKOV_175,C_dense,791799f9-7c72-4602-92bc-8c53f77626ac,suppressed,pre_generation_suppressed,False,15.446,,6.673,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_172,D_hybrid,7e686ccf-7fe0-41b6-af10-99fd20a21170,suppressed,pre_generation_suppressed,False,28.045,,18.385,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_179,B_dense,85e1eb03-ce2b-45fe-8a94-43b678032d2b,completed,generated_released,True,90451.019,90137.978,296.697,2.388,15813.194,-643465216.0
Sparkov,FOLLOWUP_SPARKOV_176,B_dense,8807fa44-d952-479e-acf8-dcc58cc334cb,completed,generated_released,True,6870.934,6855.217,6.071,0.013,1050.498,1458176.0
Sparkov,FOLLOWUP_SPARKOV_174,C_dense,89e1f923-b170-445c-87c5-d61e716ae3b4,suppressed,pre_generation_suppressed,False,15.808,,6.088,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_175,A_direct,8bef443f-4fb1-4012-b264-5cdee990c85a,completed,generated_released,True,6518.862,6510.041,0.0,0.013,1413.327,573440.0
Sparkov,FOLLOWUP_SPARKOV_174,A_direct,8db84629-ab58-4e08-be3d-b8d20950f753,completed,generated_released,True,6476.953,6468.089,0.0,0.031,1419.445,606208.0
Sparkov,FOLLOWUP_SPARKOV_175,B_lexical,95861c3d-e54f-40c6-9976-644ef57fc929,completed,generated_released,True,8699.032,8680.374,9.564,0.021,1253.118,704512.0
Sparkov,FOLLOWUP_SPARKOV_174,B_lexical,9b439ce7-41b2-40b9-91bc-52b6430e3b3c,completed,generated_released,True,9978.172,9958.969,9.718,0.02,1608.268,-2473984.0
Sparkov,FOLLOWUP_SPARKOV_178,D_hybrid,9d354afc-b285-4570-811a-07442e65adcd,suppressed,pre_generation_suppressed,False,27.48,,17.019,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_176,D_hybrid,9f3d88aa-543b-4db2-9020-c5f263b9ca02,suppressed,pre_generation_suppressed,False,23.906,,15.012,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_172,B_lexical,a00746e2-e0db-4bb3-aef1-e10c72f3d35a,completed,generated_released,True,13221.473,13201.725,9.837,0.022,1948.974,950272.0
Sparkov,FOLLOWUP_SPARKOV_180,C_dense,a29fe73d-71c6-43c9-b71f-5391bbec8c01,suppressed,pre_generation_suppressed,False,14.395,,5.658,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_172,B_dense,a486a122-276e-464a-9029-a9a6f5c07541,completed,generated_released,True,10188.567,10170.579,7.067,0.014,1581.401,3588096.0
Sparkov,FOLLOWUP_SPARKOV_174,D_hybrid,a4a7b3f8-37c3-4d4a-8db1-2ba20cdef2bc,suppressed,pre_generation_suppressed,False,23.452,,14.513,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_180,C_lexical,ae8e4ba8-e8e5-4549-9f57-46350650e28b,suppressed,pre_generation_suppressed,False,19.009,,9.55,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_173,B_lexical,b05846cd-78df-48a2-bdc8-3dbf94f65585,completed,generated_released,True,8071.182,8052.431,9.53,0.014,1226.934,98304.0
Sparkov,FOLLOWUP_SPARKOV_171,B_dense,ba3a98f5-f20e-4d99-9b9f-34dc05445701,completed,generated_released,True,11356.477,11339.919,4.982,0.02,1691.122,3686400.0
Sparkov,FOLLOWUP_SPARKOV_172,C_lexical,bb907ae1-3148-4db6-b3f9-ec06ea071dfb,suppressed,pre_generation_suppressed,False,18.991,,9.713,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_174,C_lexical,c7172455-520a-4902-846f-546b37bce206,suppressed,pre_generation_suppressed,False,19.583,,9.741,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_172,A_direct,d28cc3a9-3223-448d-b2df-1546bff7cf4c,completed,generated_released,True,7910.118,7900.418,0.0,0.016,1499.987,737280.0
Sparkov,FOLLOWUP_SPARKOV_180,B_dense,d348ed57-0b02-44d3-af20-6bf78f4497f9,completed,generated_released,True,10487.94,10467.472,10.923,0.015,1492.396,1048576.0
Sparkov,FOLLOWUP_SPARKOV_171,D_hybrid,d40b9d27-9d9b-44a4-a9fc-629a0c025a6a,suppressed,pre_generation_suppressed,False,23.801,,14.869,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_177,B_dense,d8fa6c61-daba-4e9d-a3c9-5a4dd2607b81,completed,generated_released,True,12097.872,12082.294,5.947,0.022,1781.577,933888.0
Sparkov,FOLLOWUP_SPARKOV_171,C_lexical,e03bffce-c2a3-4c37-b1d3-ef2b6f7d87b7,suppressed,pre_generation_suppressed,False,19.444,,9.846,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_179,A_direct,e0cb6067-1ad0-41c0-8e94-50be94b6f548,completed,generated_released,True,6327.313,6315.955,0.0,0.017,1329.27,15826944.0
Sparkov,FOLLOWUP_SPARKOV_179,B_lexical,e0e9bbb0-6ac1-41ce-87d1-ac1ae63c2cdb,completed,generated_released,True,9385.774,9363.59,9.563,0.013,1468.144,6815744.0
Sparkov,FOLLOWUP_SPARKOV_176,B_lexical,e5c0a4d3-ea7a-4d23-b38a-e7257ba5d7ac,completed,generated_released,True,11122.477,11103.153,9.683,0.013,1766.221,4145152.0
Sparkov,FOLLOWUP_SPARKOV_175,D_hybrid,e71af7ef-2cd9-4c59-b00d-34576158b70b,suppressed,pre_generation_suppressed,False,25.011,,16.065,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_180,D_hybrid,e73ebd1e-1267-4b9c-bb3a-eceffb0524a4,suppressed,pre_generation_suppressed,False,23.314,,14.63,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_179,C_dense,ee662c28-68c2-412f-b1ba-73a609ed9e99,suppressed,pre_generation_suppressed,False,75.043,,65.256,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_173,C_lexical,f9944036-b7bb-4533-a471-84ccc1df85bf,suppressed,pre_generation_suppressed,False,19.574,,9.548,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_176,C_lexical,fde39ef7-0050-4fa5-82c1-e2d33ce9d0a5,suppressed,pre_generation_suppressed,False,19.557,,9.529,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_171,C_dense,ff6716cd-4d87-4f68-adbc-c896a6a1484c,suppressed,pre_generation_suppressed,False,19.035,,9.881,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_184,B_lexical,03f53032-4dab-4842-b33a-2e325503ecc8,completed,generated_released,True,12219.756,12198.926,9.56,0.021,1996.799,3817472.0
Sparkov,FOLLOWUP_SPARKOV_181,B_lexical,0938ecb4-a553-4bb6-8bb5-9f67a06e657c,completed,generated_released,True,8231.824,8210.968,9.465,0.013,1319.047,-114688.0
Sparkov,FOLLOWUP_SPARKOV_188,B_dense,0d7b7293-31fa-45c4-a6be-1189dbabca61,completed,generated_released,True,10794.944,10779.608,5.573,0.014,1768.681,704512.0
Sparkov,FOLLOWUP_SPARKOV_181,D_hybrid,162799c7-0930-42ab-b340-484b607f6d51,suppressed,pre_generation_suppressed,False,24.619,,15.445,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_185,A_direct,16ef4884-9e98-458e-8ea0-d535ff4c548a,completed,generated_released,True,68630.409,68621.155,0.0,0.02,9942.524,-3244032.0
Sparkov,FOLLOWUP_SPARKOV_185,C_dense,1a8fc604-269d-48b1-afed-8f8dd831c850,suppressed,pre_generation_suppressed,False,15.009,,6.543,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_188,B_lexical,1d415446-01ab-48e5-b23e-af0219d947d2,completed,generated_released,True,10019.932,9996.619,9.614,0.019,1587.646,3014656.0
Sparkov,FOLLOWUP_SPARKOV_181,C_dense,227ad282-ffd3-4c21-bd32-57e3c1863837,suppressed,pre_generation_suppressed,False,14.399,,5.393,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_183,D_hybrid,3607cbe3-57fa-4d1c-84e5-da419d75e2ad,suppressed,pre_generation_suppressed,False,26.671,,18.01,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_187,A_direct,37001e54-037e-4afd-9910-a6037e937fb4,completed,generated_released,True,66534.276,66525.475,0.0,0.013,9641.042,-2834432.0
Sparkov,FOLLOWUP_SPARKOV_182,B_lexical,3fe80a32-daa0-41fa-bd68-c9b91e18151b,completed,generated_released,True,14252.988,14232.229,9.554,0.013,2440.262,4358144.0
Sparkov,FOLLOWUP_SPARKOV_184,C_lexical,41961bad-1ec7-42b9-8d7f-469137cc6d09,suppressed,pre_generation_suppressed,False,20.443,,10.019,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_182,A_direct,4389bbac-b5af-45f6-9ef3-9977205112b1,completed,generated_released,True,39033.273,39024.499,0.0,0.024,6641.419,-3702784.0
Sparkov,FOLLOWUP_SPARKOV_189,C_lexical,4a810ae5-2833-4124-8ec2-45e8fc2c1279,suppressed,pre_generation_suppressed,False,18.944,,9.645,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_186,A_direct,4cf339ae-363f-4416-b1ae-894fab7d6847,completed,generated_released,True,50398.692,50389.678,0.0,0.014,8130.468,-21413888.0
Sparkov,FOLLOWUP_SPARKOV_189,D_hybrid,4e9a7b6b-307e-4e6d-babe-20da3a83ef8b,suppressed,pre_generation_suppressed,False,26.81,,17.865,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_186,C_lexical,514444a0-986a-4494-b5ee-3f5e723a4a1a,suppressed,pre_generation_suppressed,False,19.12,,9.736,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_183,C_dense,52bdba09-55a5-4302-9b5f-e5b702162c58,suppressed,pre_generation_suppressed,False,15.052,,6.206,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_182,C_dense,5559da9c-4260-4dcf-9031-2fd2acc64ece,suppressed,pre_generation_suppressed,False,14.3,,5.858,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_189,B_lexical,5bb4c5a8-2f72-4b82-ace7-ca02c0104a0c,completed,generated_released,True,10330.42,10297.727,20.274,0.02,1543.796,-1605632.0
Sparkov,FOLLOWUP_SPARKOV_185,B_lexical,5cee33dc-3906-4205-8324-8776e19c978e,completed,generated_released,True,10335.187,10317.033,9.53,0.019,1658.47,819200.0
Sparkov,FOLLOWUP_SPARKOV_185,B_dense,5d7488f3-e5de-4bdc-892e-ba232d5ffc64,completed,generated_released,True,8525.857,8511.069,5.59,0.012,1384.837,737280.0
Sparkov,FOLLOWUP_SPARKOV_190,D_hybrid,5e0dc6b0-137d-4267-84d3-4ee2a95965fe,suppressed,pre_generation_suppressed,False,24.68,,16.038,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_190,B_dense,698f30b3-fe1c-4604-99a9-a0c11c4cb967,completed,generated_released,True,9289.725,9274.71,5.42,0.013,1497.399,-2113536.0
Sparkov,FOLLOWUP_SPARKOV_188,A_direct,6f4c90e0-ab91-47d1-b55a-0fa2d7bb30fc,completed,generated_released,True,69282.576,69270.681,0.0,0.028,10150.9,147456.0
Sparkov,FOLLOWUP_SPARKOV_188,C_lexical,727f3654-7990-433a-aca0-d62513c9a879,suppressed,pre_generation_suppressed,False,20.241,,9.583,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_182,D_hybrid,72eae820-8bf4-47ea-8f55-acfd5c5c5eec,suppressed,pre_generation_suppressed,False,26.596,,17.936,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_181,A_direct,7342e99e-4310-4aae-8774-314fc013314f,completed,generated_released,True,66603.498,66594.088,0.0,0.013,9612.452,-4702208.0
Sparkov,FOLLOWUP_SPARKOV_184,A_direct,79cf3d24-1ab1-45c0-ae98-c252944e98c3,completed,generated_released,True,58709.603,58700.16,0.0,0.019,8900.46,-278528.0
Sparkov,FOLLOWUP_SPARKOV_183,C_lexical,7cde864b-3356-41fe-b10d-70d1c767fac0,suppressed,pre_generation_suppressed,False,19.347,,9.663,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_190,B_lexical,86bd89d1-ef95-4d27-922c-20d47dd7c333,completed,generated_released,True,8159.2,8137.555,9.904,0.014,1265.795,4341760.0
Sparkov,FOLLOWUP_SPARKOV_190,C_lexical,8bb33397-4aaa-495e-b4c5-fad5d546049b,suppressed,pre_generation_suppressed,False,18.785,,9.621,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_189,B_dense,8d5eb1ea-456f-4c29-8022-11bf0c1831ce,completed,generated_released,True,13371.122,13023.622,337.965,0.013,2016.898,-393216.0
Sparkov,FOLLOWUP_SPARKOV_187,B_dense,8e253d22-4429-4190-a97a-0083b7ef659e,completed,generated_released,True,8167.386,8150.724,7.238,0.011,1300.539,393216.0
Sparkov,FOLLOWUP_SPARKOV_185,C_lexical,9e03e366-2153-41f1-b614-7c306c24b58b,suppressed,pre_generation_suppressed,False,19.029,,9.615,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_188,D_hybrid,9f144247-295b-4399-9415-94856156c95a,suppressed,pre_generation_suppressed,False,25.481,,16.138,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_186,C_dense,a2a0d6bb-37d7-417d-b70d-9e94beff70a7,suppressed,pre_generation_suppressed,False,13.969,,5.235,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_187,C_dense,a8e4e89d-069f-42f9-9dc1-92700121c7ca,suppressed,pre_generation_suppressed,False,20.283,,10.974,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_186,B_lexical,af809f46-a78d-43e6-b7f0-f6181dcfceae,completed,generated_released,True,7296.29,7277.456,9.777,0.027,1049.561,950272.0
Sparkov,FOLLOWUP_SPARKOV_190,A_direct,afa65e76-e61b-44e9-a445-a8b5bc72a6cf,completed,generated_released,True,65446.577,65437.67,0.0,0.021,9650.098,-3948544.0
Sparkov,FOLLOWUP_SPARKOV_181,C_lexical,b81033e5-d18d-42d8-9e9d-7e416bfa683b,suppressed,pre_generation_suppressed,False,19.379,,9.803,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_187,D_hybrid,b83e1125-5499-487f-915f-882905668d55,suppressed,pre_generation_suppressed,False,23.728,,14.755,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_183,B_lexical,bfdfbd61-e999-4828-98f9-7eb1eb8e34d0,completed,generated_released,True,9322.595,9300.162,9.922,0.013,1468.221,4702208.0
Sparkov,FOLLOWUP_SPARKOV_184,B_dense,c23218fb-d089-4716-8d67-78fe08f6ece5,completed,generated_released,True,8962.842,8941.087,8.645,0.023,1479.816,1212416.0
Sparkov,FOLLOWUP_SPARKOV_187,B_lexical,c2bc1dac-b90f-43a4-b4f5-e3cd3a0b03eb,completed,generated_released,True,10970.137,10947.348,10.105,0.017,1735.365,4538368.0
Sparkov,FOLLOWUP_SPARKOV_186,B_dense,c371d73e-7fd3-4d61-8a48-252f0066fbc4,completed,generated_released,True,10391.934,10377.325,5.239,0.013,1611.097,835584.0
Sparkov,FOLLOWUP_SPARKOV_188,C_dense,c5a68cf8-7304-4d67-a6fc-4e17a24d14e3,suppressed,pre_generation_suppressed,False,14.481,,5.639,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_184,C_dense,c64c1f80-5c5c-4b51-97e8-4b15e338d50f,suppressed,pre_generation_suppressed,False,14.006,,5.252,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_189,A_direct,c78ea851-bd6f-4b13-85b2-a5d5d380fa0b,completed,generated_released,True,8066.047,8054.491,0.0,1.975,1968.478,-192102400.0
Sparkov,FOLLOWUP_SPARKOV_182,B_dense,c8a8c8cf-3b24-4f38-a8d4-53223c6d2349,completed,generated_released,True,10776.467,10761.481,5.258,0.014,1795.441,-1966080.0
Sparkov,FOLLOWUP_SPARKOV_185,D_hybrid,cd46f4f1-74f2-4f10-b19a-76a49d74d2c8,suppressed,pre_generation_suppressed,False,23.363,,14.722,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_190,C_dense,ce5a6e63-dda2-44cc-a8d1-4fc1cfa7403e,suppressed,pre_generation_suppressed,False,13.859,,5.263,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_184,D_hybrid,d04ba773-02e8-4b94-bae5-6b033baba6d1,suppressed,pre_generation_suppressed,False,24.171,,15.427,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_183,B_dense,da80dadf-769e-43d4-8320-adaacf21028c,completed,generated_released,True,9346.136,9329.902,6.534,0.012,1495.521,1114112.0
Sparkov,FOLLOWUP_SPARKOV_181,B_dense,e03b0199-f23c-447b-99cf-9239d7932d0a,completed,generated_released,True,8144.035,8123.139,9.335,0.018,1287.795,3768320.0
Sparkov,FOLLOWUP_SPARKOV_182,C_lexical,e3276f3d-21ee-4585-a331-ef6609b4ff1b,suppressed,pre_generation_suppressed,False,18.538,,9.554,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_183,A_direct,e37ab237-e2b4-474c-b4b9-481a8685643c,completed,generated_released,True,64848.888,64840.131,0.0,0.015,9363.948,-139771904.0
Sparkov,FOLLOWUP_SPARKOV_186,D_hybrid,eb4d5ed1-9839-4489-8ce5-bdb69d1ef940,suppressed,pre_generation_suppressed,False,25.917,,17.137,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_189,C_dense,eb4fcb1e-bea8-4a0d-a61d-8344072b1ef8,suppressed,pre_generation_suppressed,False,13.867,,4.997,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_187,C_lexical,f7e2396e-c97d-4d10-9b6e-7d3f8e05ee8d,suppressed,pre_generation_suppressed,False,18.547,,9.576,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_196,B_dense,096655a9-db5a-4eae-b23b-8fcfdc1a4efd,completed,generated_released,True,11942.022,11925.694,4.949,1.751,1958.809,802816.0
Sparkov,FOLLOWUP_SPARKOV_197,B_lexical,0d66ab91-ab97-488b-9738-6d463eefab04,completed,generated_released,True,9117.774,9095.119,10.191,0.012,1455.798,3735552.0
Sparkov,FOLLOWUP_SPARKOV_194,B_lexical,0d85d4db-f0f6-4a8f-9901-90bcd3bdad64,completed,generated_released,True,10938.873,10917.552,9.467,0.012,1769.569,1720320.0
Sparkov,FOLLOWUP_SPARKOV_191,C_dense,0eb42328-3a68-40bc-8289-057e10709a0b,suppressed,pre_generation_suppressed,False,14.263,,5.107,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_192,A_direct,10a61c8b-7636-4950-b374-0f42828d2cc4,completed,generated_released,True,64542.164,64532.793,0.0,0.017,9494.478,-5079040.0
Sparkov,FOLLOWUP_SPARKOV_198,D_hybrid,19e82b90-8cdd-4a7a-945d-037d9ee0a547,suppressed,pre_generation_suppressed,False,26.378,,16.552,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_198,B_lexical,1fea9ee4-334e-4dbe-a760-d10e7397224c,completed,generated_released,True,10435.614,10415.983,9.9,0.028,1727.164,360448.0
Sparkov,FOLLOWUP_SPARKOV_197,C_lexical,2d7324a9-4af1-4410-b5ee-c2c2a23713c9,suppressed,pre_generation_suppressed,False,19.361,,9.864,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_200,D_hybrid,38e410d5-aeb7-4a69-8bad-e65dba68f430,blocked,generated_blocked,True,8932.768,8908.353,15.254,0.024,1427.61,1032192.0
Sparkov,FOLLOWUP_SPARKOV_199,B_dense,424be383-8f28-4cb1-ae18-76adc0e29691,completed,generated_released,True,9739.194,9723.56,6.484,0.013,1583.834,3424256.0
Sparkov,FOLLOWUP_SPARKOV_199,A_direct,4b323d77-04fb-40c1-969a-c822b1a6adb8,completed,generated_released,True,7739.786,7730.459,0.0,0.084,1970.661,-431505408.0
Sparkov,FOLLOWUP_SPARKOV_200,C_dense,4e71e518-519b-407e-90b7-e393807745c5,blocked,generated_blocked,True,9512.109,9497.171,5.734,0.031,1553.099,1081344.0
Sparkov,FOLLOWUP_SPARKOV_197,D_hybrid,50050dd5-1d9c-4d3e-af6c-14fad305af0f,suppressed,pre_generation_suppressed,False,27.7,,18.114,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_196,B_lexical,562f02ea-923b-4bdf-8cdc-6c0a5fd981ff,completed,generated_released,True,7681.913,7659.742,9.785,0.012,1165.134,4423680.0
Sparkov,FOLLOWUP_SPARKOV_194,B_dense,5876a7ee-bd76-49b4-b322-b2c59a608979,completed,generated_released,True,8431.41,8408.863,11.26,0.013,1281.906,1228800.0
Sparkov,FOLLOWUP_SPARKOV_198,A_direct,5a0d53c1-7cea-45c4-8323-ab5cfb62f993,completed,generated_released,True,70416.696,70407.122,0.0,0.019,9996.943,-4128768.0
Sparkov,FOLLOWUP_SPARKOV_195,B_lexical,62a8d1ed-2b38-4f36-970d-61e55575c865,completed,generated_released,True,9052.275,9031.322,9.634,0.019,1436.266,5193728.0
Sparkov,FOLLOWUP_SPARKOV_200,C_lexical,68480b5e-4c92-47ae-8893-1c33bfe57e2f,blocked,generated_blocked,True,9535.531,9511.785,9.631,4.502,1511.158,4620288.0
Sparkov,FOLLOWUP_SPARKOV_197,B_dense,70408c4d-8a19-49bb-a181-0245ec696f79,completed,generated_released,True,11759.426,11742.057,5.3,0.015,1916.953,3211264.0
Sparkov,FOLLOWUP_SPARKOV_192,B_lexical,71b129b5-5e57-4878-8683-5e331d869a59,completed,generated_released,True,10035.794,10015.696,10.156,0.023,1582.492,360448.0
Sparkov,FOLLOWUP_SPARKOV_193,C_lexical,72f30ab0-d35f-4e2e-bae3-6de19b5588fd,suppressed,pre_generation_suppressed,False,19.303,,9.784,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_193,C_dense,7552a188-2696-4be6-b6ef-7c49e9be4d92,suppressed,pre_generation_suppressed,False,16.042,,6.23,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_191,B_dense,7aba6724-56e8-412a-a0b0-3af12e61856b,completed,generated_released,True,12018.244,12002.41,5.812,0.019,2033.611,884736.0
Sparkov,FOLLOWUP_SPARKOV_199,C_lexical,89d5f50f-e515-4f39-8736-209fcd3304c7,suppressed,pre_generation_suppressed,False,19.014,,9.526,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_192,C_lexical,8eeeb329-fb34-4e49-8308-ecbea8038f7d,suppressed,pre_generation_suppressed,False,19.001,,9.831,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_195,A_direct,9276f52e-d47a-4f53-81d3-63f7ad4dcd7a,completed,generated_released,True,56765.727,56756.408,0.0,0.02,8016.036,-12222464.0
Sparkov,FOLLOWUP_SPARKOV_195,C_dense,92b20304-9140-4af3-86c0-27254aa7c8cc,suppressed,pre_generation_suppressed,False,15.788,,6.396,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_194,C_dense,92bf9aa9-8852-4d1a-b28c-60a1bf49172d,suppressed,pre_generation_suppressed,False,17.547,,7.783,,0.0,0.0
Sparkov,FOLLOWUP_SPARKOV_193,A_direct,99e30942-7fa0-441e-a638-9f146b55f803,completed,generated_released,True,59369.08,59359.492,0.0,0.016,9120.84,-5062656.0
Sparkov,FOLLOWUP_SPARKOV_193,B_dense,9b604f3f-4c13-4275-9a6c-7feb1c39900e,completed,generated_released,True,10279.364,10263.891,5.485,0.013,1713.377,2244608.0
Sparkov,FOLLOWUP_SPARKOV_200,A_direct,9dbe20d9-c7c8-45c6-86b2-7b5d0acba6f0,completed,generated_released,True,41943.435,41933.783,0.0,0.011,6693.99,-4751360.0
Sparkov,FOLLOWUP_SPARKOV_195,B_dense,a293dd95-fe4d-4f58-bb85-63490dd0f106,completed,generated_released,True,9995.064,9980.416,5.294,0.013,1635.238,688128.0
